client_id,round_number,hierarchy,num_samples,accuracy
9,0,,82,0.024390243902439025
32,0,,175,0.0
26,0,,77,0.0
23,0,,84,0.011904761904761904
28,0,,85,0.0
21,0,,134,0.0
1,0,,134,0.0
33,0,,177,0.0
31,0,,75,0.02666666666666667
12,0,,84,0.011904761904761904
13,0,,77,0.0
15,0,,75,0.0
5,0,,86,0.011627906976744186
6,0,,134,0.007462686567164179
20,0,,165,0.0
30,0,,161,0.0
29,0,,87,0.011494252873563218
16,0,,173,0.011560693641618497
10,0,,85,0.011764705882352941
19,0,,74,0.0
25,0,,174,0.005747126436781609
7,0,,138,0.007246376811594203
22,0,,83,0.012048192771084338
34,0,,143,0.0
18,0,,85,0.0
14,0,,176,0.005681818181818182
17,0,,161,0.0
24,0,,84,0.011904761904761904
27,0,,84,0.0
11,0,,87,0.0
3,0,,75,0.0
4,0,,168,0.0
8,0,,163,0.006134969325153374
2,0,,87,0.011494252873563218
0,0,,86,0.0
9,19,,82,0.036585365853658534
32,19,,175,0.05142857142857143
26,19,,77,0.07792207792207792
23,19,,84,0.08333333333333333
28,19,,85,0.07058823529411765
21,19,,134,0.03731343283582089
1,19,,134,0.022388059701492536
33,19,,177,0.022598870056497175
31,19,,75,0.05333333333333334
12,19,,84,0.11904761904761904
13,19,,77,0.06493506493506493
15,19,,75,0.14666666666666667
5,19,,86,0.03488372093023256
6,19,,134,0.029850746268656716
20,19,,165,0.05454545454545454
30,19,,161,0.018633540372670808
29,19,,87,0.034482758620689655
16,19,,173,0.023121387283236993
10,19,,85,0.12941176470588237
19,19,,74,0.10810810810810811
25,19,,174,0.034482758620689655
7,19,,138,0.06521739130434782
22,19,,83,0.060240963855421686
34,19,,143,0.02097902097902098
18,19,,85,0.07058823529411765
14,19,,176,0.03409090909090909
17,19,,161,0.006211180124223602
24,19,,84,0.07142857142857142
27,19,,84,0.047619047619047616
11,19,,87,0.06896551724137931
3,19,,75,0.06666666666666667
4,19,,168,0.02976190476190476
8,19,,163,0.03067484662576687
2,19,,87,0.12643678160919541
0,19,,86,0.08139534883720931
9,39,,82,0.06097560975609756
32,39,,175,0.04
26,39,,77,0.05194805194805195
23,39,,84,0.05952380952380952
28,39,,85,0.047058823529411764
21,39,,134,0.022388059701492536
1,39,,134,0.007462686567164179
33,39,,177,0.03389830508474576
31,39,,75,0.02666666666666667
12,39,,84,0.07142857142857142
13,39,,77,0.03896103896103896
15,39,,75,0.05333333333333334
5,39,,86,0.09302325581395349
6,39,,134,0.029850746268656716
20,39,,165,0.04242424242424243
30,39,,161,0.024844720496894408
29,39,,87,0.14942528735632185
16,39,,173,0.03468208092485549
10,39,,85,0.10588235294117647
19,39,,74,0.05405405405405406
25,39,,174,0.05172413793103448
7,39,,138,0.036231884057971016
22,39,,83,0.08433734939759036
34,39,,143,0.055944055944055944
18,39,,85,0.09411764705882353
14,39,,176,0.028409090909090908
17,39,,161,0.018633540372670808
24,39,,84,0.09523809523809523
27,39,,84,0.08333333333333333
11,39,,87,0.06896551724137931
3,39,,75,0.06666666666666667
4,39,,168,0.02976190476190476
8,39,,163,0.03067484662576687
2,39,,87,0.04597701149425287
0,39,,86,0.06976744186046512
9,59,,82,0.036585365853658534
32,59,,175,0.06285714285714286
26,59,,77,0.09090909090909091
23,59,,84,0.08333333333333333
28,59,,85,0.07058823529411765
21,59,,134,0.03731343283582089
1,59,,134,0.029850746268656716
33,59,,177,0.022598870056497175
31,59,,75,0.06666666666666667
12,59,,84,0.14285714285714285
13,59,,77,0.07792207792207792
15,59,,75,0.14666666666666667
5,59,,86,0.09302325581395349
6,59,,134,0.029850746268656716
20,59,,165,0.05454545454545454
30,59,,161,0.031055900621118012
29,59,,87,0.04597701149425287
16,59,,173,0.028901734104046242
10,59,,85,0.12941176470588237
19,59,,74,0.12162162162162163
25,59,,174,0.034482758620689655
7,59,,138,0.06521739130434782
22,59,,83,0.07228915662650602
34,59,,143,0.027972027972027972
18,59,,85,0.07058823529411765
14,59,,176,0.045454545454545456
17,59,,161,0.018633540372670808
24,59,,84,0.07142857142857142
27,59,,84,0.047619047619047616
11,59,,87,0.08045977011494253
3,59,,75,0.08
4,59,,168,0.02976190476190476
8,59,,163,0.03680981595092025
2,59,,87,0.12643678160919541
0,59,,86,0.08139534883720931
9,79,,82,0.08536585365853659
32,79,,175,0.10285714285714286
26,79,,77,0.11688311688311688
23,79,,84,0.16666666666666666
28,79,,85,0.12941176470588237
21,79,,134,0.1044776119402985
1,79,,134,0.05223880597014925
33,79,,177,0.05084745762711865
31,79,,75,0.13333333333333333
12,79,,84,0.15476190476190477
13,79,,77,0.14285714285714285
15,79,,75,0.16
5,79,,86,0.11627906976744186
6,79,,134,0.08208955223880597
20,79,,165,0.09090909090909091
30,79,,161,0.07453416149068323
29,79,,87,0.09195402298850575
16,79,,173,0.06358381502890173
10,79,,85,0.2
19,79,,74,0.1891891891891892
25,79,,174,0.07471264367816093
7,79,,138,0.11594202898550725
22,79,,83,0.13253012048192772
34,79,,143,0.055944055944055944
18,79,,85,0.12941176470588237
14,79,,176,0.05113636363636364
17,79,,161,0.031055900621118012
24,79,,84,0.13095238095238096
27,79,,84,0.16666666666666666
11,79,,87,0.14942528735632185
3,79,,75,0.16
4,79,,168,0.05357142857142857
8,79,,163,0.0736196319018405
2,79,,87,0.21839080459770116
0,79,,86,0.1511627906976744
9,99,,82,0.24390243902439024
32,99,,175,0.11428571428571428
26,99,,77,0.2597402597402597
23,99,,84,0.27380952380952384
28,99,,85,0.23529411764705882
21,99,,134,0.14925373134328357
1,99,,134,0.14925373134328357
33,99,,177,0.096045197740113
31,99,,75,0.29333333333333333
12,99,,84,0.2261904761904762
13,99,,77,0.2727272727272727
15,99,,75,0.25333333333333335
5,99,,86,0.27906976744186046
6,99,,134,0.14925373134328357
20,99,,165,0.11515151515151516
30,99,,161,0.11801242236024845
29,99,,87,0.19540229885057472
16,99,,173,0.08670520231213873
10,99,,85,0.29411764705882354
19,99,,74,0.20270270270270271
25,99,,174,0.12643678160919541
7,99,,138,0.10869565217391304
22,99,,83,0.1566265060240964
34,99,,143,0.13986013986013987
18,99,,85,0.18823529411764706
14,99,,176,0.11931818181818182
17,99,,161,0.10559006211180125
24,99,,84,0.19047619047619047
27,99,,84,0.30952380952380953
11,99,,87,0.2413793103448276
3,99,,75,0.30666666666666664
4,99,,168,0.08928571428571429
8,99,,163,0.1656441717791411
2,99,,87,0.27586206896551724
0,99,,86,0.20930232558139536
9,119,,82,0.1951219512195122
32,119,,175,0.12571428571428572
26,119,,77,0.2597402597402597
23,119,,84,0.25
28,119,,85,0.21176470588235294
21,119,,134,0.11194029850746269
1,119,,134,0.09701492537313433
33,119,,177,0.0903954802259887
31,119,,75,0.2
12,119,,84,0.23809523809523808
13,119,,77,0.23376623376623376
15,119,,75,0.3466666666666667
5,119,,86,0.22093023255813954
6,119,,134,0.12686567164179105
20,119,,165,0.13333333333333333
30,119,,161,0.08074534161490683
29,119,,87,0.25287356321839083
16,119,,173,0.08092485549132948
10,119,,85,0.2823529411764706
19,119,,74,0.22972972972972974
25,119,,174,0.11494252873563218
7,119,,138,0.16666666666666666
22,119,,83,0.18072289156626506
34,119,,143,0.16783216783216784
18,119,,85,0.27058823529411763
14,119,,176,0.11363636363636363
17,119,,161,0.06832298136645963
24,119,,84,0.21428571428571427
27,119,,84,0.20238095238095238
11,119,,87,0.22988505747126436
3,119,,75,0.22666666666666666
4,119,,168,0.11904761904761904
8,119,,163,0.1656441717791411
2,119,,87,0.3103448275862069
0,119,,86,0.22093023255813954
9,139,,82,0.35365853658536583
32,139,,175,0.17142857142857143
26,139,,77,0.42857142857142855
23,139,,84,0.40476190476190477
28,139,,85,0.4823529411764706
21,139,,134,0.26865671641791045
1,139,,134,0.2462686567164179
33,139,,177,0.15819209039548024
31,139,,75,0.5066666666666667
12,139,,84,0.32142857142857145
13,139,,77,0.44155844155844154
15,139,,75,0.41333333333333333
5,139,,86,0.4418604651162791
6,139,,134,0.21641791044776118
20,139,,165,0.18181818181818182
30,139,,161,0.2360248447204969
29,139,,87,0.39080459770114945
16,139,,173,0.15606936416184972
10,139,,85,0.4588235294117647
19,139,,74,0.3918918918918919
25,139,,174,0.1839080459770115
7,139,,138,0.21014492753623187
22,139,,83,0.27710843373493976
34,139,,143,0.23076923076923078
18,139,,85,0.3764705882352941
14,139,,176,0.16477272727272727
17,139,,161,0.16149068322981366
24,139,,84,0.2976190476190476
27,139,,84,0.4523809523809524
11,139,,87,0.4367816091954023
3,139,,75,0.52
4,139,,168,0.15476190476190477
8,139,,163,0.22699386503067484
2,139,,87,0.4482758620689655
0,139,,86,0.37209302325581395
9,159,,82,0.3780487804878049
32,159,,175,0.25142857142857145
26,159,,77,0.44155844155844154
23,159,,84,0.47619047619047616
28,159,,85,0.4588235294117647
21,159,,134,0.2835820895522388
1,159,,134,0.30597014925373134
33,159,,177,0.2598870056497175
31,159,,75,0.49333333333333335
12,159,,84,0.32142857142857145
13,159,,77,0.4675324675324675
15,159,,75,0.4666666666666667
5,159,,86,0.47674418604651164
6,159,,134,0.26865671641791045
20,159,,165,0.23030303030303031
30,159,,161,0.2360248447204969
29,159,,87,0.42528735632183906
16,159,,173,0.18497109826589594
10,159,,85,0.4470588235294118
19,159,,74,0.4864864864864865
25,159,,174,0.27011494252873564
7,159,,138,0.2898550724637681
22,159,,83,0.3132530120481928
34,159,,143,0.23776223776223776
18,159,,85,0.4
14,159,,176,0.21022727272727273
17,159,,161,0.18012422360248448
24,159,,84,0.34523809523809523
27,159,,84,0.4642857142857143
11,159,,87,0.4367816091954023
3,159,,75,0.5066666666666667
4,159,,168,0.22023809523809523
8,159,,163,0.294478527607362
2,159,,87,0.40229885057471265
0,159,,86,0.38372093023255816
9,179,,82,0.18292682926829268
32,179,,175,0.14285714285714285
26,179,,77,0.2857142857142857
23,179,,84,0.34523809523809523
28,179,,85,0.32941176470588235
21,179,,134,0.20149253731343283
1,179,,134,0.11194029850746269
33,179,,177,0.15254237288135594
31,179,,75,0.32
12,179,,84,0.30952380952380953
13,179,,77,0.2987012987012987
15,179,,75,0.36
5,179,,86,0.36046511627906974
6,179,,134,0.13432835820895522
20,179,,165,0.16363636363636364
30,179,,161,0.15527950310559005
29,179,,87,0.3448275862068966
16,179,,173,0.15028901734104047
10,179,,85,0.3764705882352941
19,179,,74,0.28378378378378377
25,179,,174,0.21264367816091953
7,179,,138,0.16666666666666666
22,179,,83,0.2289156626506024
34,179,,143,0.16083916083916083
18,179,,85,0.2823529411764706
14,179,,176,0.125
17,179,,161,0.09937888198757763
24,179,,84,0.2857142857142857
27,179,,84,0.27380952380952384
11,179,,87,0.3333333333333333
3,179,,75,0.38666666666666666
4,179,,168,0.14285714285714285
8,179,,163,0.13496932515337423
2,179,,87,0.3333333333333333
0,179,,86,0.313953488372093
9,199,,82,0.1951219512195122
32,199,,175,0.13714285714285715
26,199,,77,0.3246753246753247
23,199,,84,0.2976190476190476
28,199,,85,0.23529411764705882
21,199,,134,0.16417910447761194
1,199,,134,0.17164179104477612
33,199,,177,0.12429378531073447
31,199,,75,0.36
12,199,,84,0.17857142857142858
13,199,,77,0.33766233766233766
15,199,,75,0.26666666666666666
5,199,,86,0.3023255813953488
6,199,,134,0.15671641791044777
20,199,,165,0.14545454545454545
30,199,,161,0.16149068322981366
29,199,,87,0.22988505747126436
16,199,,173,0.11560693641618497
10,199,,85,0.23529411764705882
19,199,,74,0.2972972972972973
25,199,,174,0.14367816091954022
7,199,,138,0.16666666666666666
22,199,,83,0.21686746987951808
34,199,,143,0.17482517482517482
18,199,,85,0.2823529411764706
14,199,,176,0.10227272727272728
17,199,,161,0.09937888198757763
24,199,,84,0.17857142857142858
27,199,,84,0.30952380952380953
11,199,,87,0.2988505747126437
3,199,,75,0.3333333333333333
4,199,,168,0.13690476190476192
8,199,,163,0.2085889570552147
2,199,,87,0.2988505747126437
0,199,,86,0.2558139534883721
9,219,,82,0.3048780487804878
32,219,,175,0.22285714285714286
26,219,,77,0.5064935064935064
23,219,,84,0.4642857142857143
28,219,,85,0.4588235294117647
21,219,,134,0.30597014925373134
1,219,,134,0.23134328358208955
33,219,,177,0.192090395480226
31,219,,75,0.52
12,219,,84,0.36904761904761907
13,219,,77,0.5584415584415584
15,219,,75,0.5066666666666667
5,219,,86,0.5465116279069767
6,219,,134,0.2537313432835821
20,219,,165,0.21818181818181817
30,219,,161,0.2236024844720497
29,219,,87,0.47126436781609193
16,219,,173,0.14450867052023122
10,219,,85,0.4823529411764706
19,219,,74,0.4864864864864865
25,219,,174,0.1839080459770115
7,219,,138,0.3115942028985507
22,219,,83,0.37349397590361444
34,219,,143,0.32167832167832167
18,219,,85,0.5176470588235295
14,219,,176,0.19318181818181818
17,219,,161,0.19254658385093168
24,219,,84,0.34523809523809523
27,219,,84,0.4166666666666667
11,219,,87,0.4942528735632184
3,219,,75,0.56
4,219,,168,0.21428571428571427
8,219,,163,0.25766871165644173
2,219,,87,0.5862068965517241
0,219,,86,0.46511627906976744
9,239,,82,0.45121951219512196
32,239,,175,0.26285714285714284
26,239,,77,0.5714285714285714
23,239,,84,0.5595238095238095
28,239,,85,0.5294117647058824
21,239,,134,0.35074626865671643
1,239,,134,0.2835820895522388
33,239,,177,0.2598870056497175
31,239,,75,0.5866666666666667
12,239,,84,0.5119047619047619
13,239,,77,0.5584415584415584
15,239,,75,0.64
5,239,,86,0.5930232558139535
6,239,,134,0.2835820895522388
20,239,,165,0.296969696969697
30,239,,161,0.3167701863354037
29,239,,87,0.5287356321839081
16,239,,173,0.27167630057803466
10,239,,85,0.611764705882353
19,239,,74,0.5540540540540541
25,239,,174,0.2988505747126437
7,239,,138,0.34782608695652173
22,239,,83,0.4939759036144578
34,239,,143,0.32167832167832167
18,239,,85,0.5411764705882353
14,239,,176,0.2215909090909091
17,239,,161,0.2360248447204969
24,239,,84,0.5476190476190477
27,239,,84,0.5952380952380952
11,239,,87,0.5747126436781609
3,239,,75,0.6266666666666667
4,239,,168,0.25595238095238093
8,239,,163,0.31901840490797545
2,239,,87,0.5862068965517241
0,239,,86,0.5348837209302325
9,259,,82,0.36585365853658536
32,259,,175,0.26285714285714284
26,259,,77,0.5324675324675324
23,259,,84,0.5357142857142857
28,259,,85,0.4588235294117647
21,259,,134,0.29850746268656714
1,259,,134,0.27611940298507465
33,259,,177,0.2542372881355932
31,259,,75,0.5066666666666667
12,259,,84,0.47619047619047616
13,259,,77,0.5454545454545454
15,259,,75,0.5733333333333334
5,259,,86,0.5813953488372093
6,259,,134,0.2835820895522388
20,259,,165,0.23030303030303031
30,259,,161,0.2857142857142857
29,259,,87,0.5057471264367817
16,259,,173,0.2832369942196532
10,259,,85,0.6
19,259,,74,0.47297297297297297
25,259,,174,0.2413793103448276
7,259,,138,0.35507246376811596
22,259,,83,0.4457831325301205
34,259,,143,0.32167832167832167
